MMSI,NAVSTATUS,ROT,SOG,LAT,LON,COG,TRUE_HEADING,DATETIME,IMO,VESSELNAME,VESSELTYPEINT,SHIPLENGTH,SHIPWIDTH,BOW,STERN,PORT,STARBOARD,DRAUGHT,DESTINATION,CALLSIGN,POSACCURACY,ETA,POSFIXTYPE
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603457,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603476,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603487,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603499,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603507,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603516,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603559,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603567,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603576,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603586,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603596,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603606,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603619,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603627,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603636,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603659,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603667,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603687,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603698,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603727,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
