MMSI,NAVSTATUS,ROT,SOG,LAT,LON,COG,TRUE_HEADING,DATETIME,IMO,VESSELNAME,VESSELTYPEINT,SHIPLENGTH,SHIPWIDTH,BOW,STERN,PORT,STARBOARD,DRAUGHT,DESTINATION,CALLSIGN,POSACCURACY,ETA,POSFIXTYPE
338118417,-1,-1,0,32.76427333,-117.2409567,238,511,1330609609,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76428833,-117.2409533,316.7,511,1330609430,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409533,0,511,1330609249,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76424167,-117.2409467,261.5,511,1330603849,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76428333,-117.240945,0,511,1330609788,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76422333,-117.2409433,195.1,511,1330604390,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76423167,-117.2409417,0,511,1330604928,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427333,-117.2409333,0,511,1330603488,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76425167,-117.2409333,282.6,511,1330606189,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427,-117.2409317,323.4,511,1330610328,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76424667,-117.2409283,268.1,511,1330605648,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76424167,-117.2409267,168.7,511,1330604208,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.764285,-117.24092,285.9,511,1330610148,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76428,-117.240915,19.4,511,1330606549,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76425667,-117.24091,0,511,1330606008,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427,-117.240895,252.3,511,1330604568,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.764265,-117.2409733,224.2,511,1330608169,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409667,249.5,511,1330608528,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76425833,-117.240965,280.8,511,1330608348,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76427667,-117.2409633,303.9,511,1330605289,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76426667,-117.2409567,278.3,511,1330608710,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76427333,-117.2409567,238,511,1330609609,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76428833,-117.2409533,316.7,511,1330609430,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409533,0,511,1330609249,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76424167,-117.2409467,261.5,511,1330603849,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76428333,-117.240945,0,511,1330609788,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76422333,-117.2409433,195.1,511,1330604390,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76423167,-117.2409417,0,511,1330604928,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76427333,-117.2409333,0,511,1330603488,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76425167,-117.2409333,282.6,511,1330606189,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76427,-117.2409317,323.4,511,1330610328,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76424667,-117.2409283,268.1,511,1330605648,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76424167,-117.2409267,168.7,511,1330604208,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.764285,-117.24092,285.9,511,1330610148,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76428,-117.240915,19.4,511,1330606549,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76425667,-117.24091,0,511,1330606008,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.76427,-117.240895,252.3,511,1330604568,-1,IT VPRB0,-1,-1,-1,-1,-1,-1,-1,-1,null,null,0,-1,-1
338118417,-1,-1,0,32.764265,-117.2409733,224.2,511,1330608169,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409667,249.5,511,1330608528,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76425833,-117.240965,280.8,511,1330608348,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427667,-117.2409633,303.9,511,1330605289,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426667,-117.2409567,278.3,511,1330608710,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427333,-117.2409567,238,511,1330609609,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76428833,-117.2409533,316.7,511,1330609430,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409533,0,511,1330609249,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338070397,5,731.3864841,0,32.70289667,-117.2352017,260,511,1330610372,600000000,ACOUSTIC EXPLORER   ,35,41,10,7,34,8,2,32,SPAWAR-PACIFIC SD   ,NS 8801,0,-1,-1
338070397,5,731.3864841,0,32.70289167,-117.2351967,256.9,511,1330610192,600000000,ACOUSTIC EXPLORER   ,35,41,10,7,34,8,2,32,SPAWAR-PACIFIC SD   ,NS 8801,0,-1,-1
